"","answer","word","n","total","rank","term frequency"
"175","answer2","low",1,364,64,0.00274725274725275
"176","answer2","lower",1,364,65,0.00274725274725275
"177","answer2","macroeconomics",1,364,66,0.00274725274725275
"178","answer2","maintain",1,364,67,0.00274725274725275
"179","answer2","market",1,364,68,0.00274725274725275
"180","answer2","markets",1,364,69,0.00274725274725275
"181","answer2","meeting",1,364,70,0.00274725274725275
"182","answer2","michigan",1,364,71,0.00274725274725275
"183","answer2","moderate",1,364,72,0.00274725274725275
"184","answer2","monday",1,364,73,0.00274725274725275
"185","answer2","money",1,364,74,0.00274725274725275
"186","answer2","nation",1,364,75,0.00274725274725275
"187","answer2","opinions",1,364,76,0.00274725274725275
"188","answer2","pace",1,364,77,0.00274725274725275
"189","answer2","past",1,364,78,0.00274725274725275
"190","answer2","plans",1,364,79,0.00274725274725275
"191","answer2","policies",1,364,80,0.00274725274725275
"192","answer2","potential",1,364,81,0.00274725274725275
"193","answer2","predicted",1,364,82,0.00274725274725275
"194","answer2","prefer",1,364,83,0.00274725274725275
"195","answer2","progressed",1,364,84,0.00274725274725275
"196","answer2","public",1,364,85,0.00274725274725275
"197","answer2","raised",1,364,86,0.00274725274725275
"198","answer2","read",1,364,87,0.00274725274725275
"199","answer2","reading",1,364,88,0.00274725274725275
"200","answer2","recession",1,364,89,0.00274725274725275
"201","answer2","recreate",1,364,90,0.00274725274725275
"202","answer2","rising",1,364,91,0.00274725274725275
"203","answer2","scarred",1,364,92,0.00274725274725275
"204","answer2","scenarios",1,364,93,0.00274725274725275
"205","answer2","semester",1,364,94,0.00274725274725275
"206","answer2","shared",1,364,95,0.00274725274725275
"207","answer2","short",1,364,96,0.00274725274725275
"208","answer2","sort",1,364,97,0.00274725274725275
"209","answer2","spent",1,364,98,0.00274725274725275
"210","answer2","stable",1,364,99,0.00274725274725275
"211","answer2","standard",1,364,100,0.00274725274725275
"212","answer2","statement",1,364,101,0.00274725274725275
"213","answer2","stimulative",1,364,102,0.00274725274725275
"214","answer2","street",1,364,103,0.00274725274725275
"215","answer2","strength",1,364,104,0.00274725274725275
"216","answer2","substantial",1,364,105,0.00274725274725275
"217","answer2","sustainable",1,364,106,0.00274725274725275
"218","answer2","system",1,364,107,0.00274725274725275
"219","answer2","systems",1,364,108,0.00274725274725275
"220","answer2","target",1,364,109,0.00274725274725275
"221","answer2","times",1,364,110,0.00274725274725275
"222","answer2","unemployment",1,364,111,0.00274725274725275
"223","answer2","university",1,364,112,0.00274725274725275
"224","answer2","wall",1,364,113,0.00274725274725275
"225","answer2","week",1,364,114,0.00274725274725275
"226","answer2","world",1,364,115,0.00274725274725275
"227","answer3","inflation",8,369,1,0.021680216802168
"228","answer3","rates",6,369,2,0.016260162601626
"229","answer3","yellen",6,369,3,0.016260162601626
"230","answer3","fed",5,369,4,0.013550135501355
"231","answer3","unemployment",4,369,5,0.010840108401084
"232","answer3","class",3,369,6,0.00813008130081301
"233","answer3","economy",3,369,7,0.00813008130081301
"234","answer3","means",3,369,8,0.00813008130081301
"235","answer3","stable",3,369,9,0.00813008130081301
"236","answer3","talked",3,369,10,0.00813008130081301
"237","answer3","term",3,369,11,0.00813008130081301
"238","answer3","continue",2,369,12,0.00542005420054201
"239","answer3","expect",2,369,13,0.00542005420054201
"240","answer3","future",2,369,14,0.00542005420054201
"241","answer3","level",2,369,15,0.00542005420054201
"242","answer3","low",2,369,16,0.00542005420054201
"243","answer3","rise",2,369,17,0.00542005420054201
"244","answer3","aggregate",1,369,18,0.002710027100271
"245","answer3","average",1,369,19,0.002710027100271
"246","answer3","balance",1,369,20,0.002710027100271
"247","answer3","begins",1,369,21,0.002710027100271
"248","answer3","bit",1,369,22,0.002710027100271
"249","answer3","chairwoman",1,369,23,0.002710027100271
"250","answer3","constant",1,369,24,0.002710027100271
"251","answer3","consumers",1,369,25,0.002710027100271
"252","answer3","contractionary",1,369,26,0.002710027100271
"253","answer3","corresponds",1,369,27,0.002710027100271
"254","answer3","curb",1,369,28,0.002710027100271
"255","answer3","decrease",1,369,29,0.002710027100271
"256","answer3","decreased",1,369,30,0.002710027100271
"257","answer3","decreasing",1,369,31,0.002710027100271
"258","answer3","demand",1,369,32,0.002710027100271
"259","answer3","determination",1,369,33,0.002710027100271
"260","answer3","diminish",1,369,34,0.002710027100271
"261","answer3","economists",1,369,35,0.002710027100271
"262","answer3","efforts",1,369,36,0.002710027100271
"263","answer3","expectations",1,369,37,0.002710027100271
"264","answer3","expressed",1,369,38,0.002710027100271
"265","answer3","focusing",1,369,39,0.002710027100271
"266","answer3","gains",1,369,40,0.002710027100271
"267","answer3","goal",1,369,41,0.002710027100271
"268","answer3","gradually",1,369,42,0.002710027100271
"269","answer3","hold",1,369,43,0.002710027100271
"270","answer3","increase",1,369,44,0.002710027100271
"271","answer3","interview",1,369,45,0.002710027100271
"272","answer3","investment",1,369,46,0.002710027100271
"273","answer3","janet",1,369,47,0.002710027100271
"274","answer3","labor",1,369,48,0.002710027100271
"275","answer3","lines",1,369,49,0.002710027100271
"276","answer3","lower",1,369,50,0.002710027100271
"277","answer3","maintaining",1,369,51,0.002710027100271
"278","answer3","makes",1,369,52,0.002710027100271
"279","answer3","market",1,369,53,0.002710027100271
"280","answer3","meet",1,369,54,0.002710027100271
"281","answer3","meeting",1,369,55,0.002710027100271
"282","answer3","michigan",1,369,56,0.002710027100271
"283","answer3","monetary",1,369,57,0.002710027100271
"284","answer3","money",1,369,58,0.002710027100271
"285","answer3","move",1,369,59,0.002710027100271
"286","answer3","moving",1,369,60,0.002710027100271
"287","answer3","officials",1,369,61,0.002710027100271
"288","answer3","output",1,369,62,0.002710027100271
"289","answer3","past",1,369,63,0.002710027100271
"290","answer3","plan",1,369,64,0.002710027100271
"291","answer3","planned",1,369,65,0.002710027100271
"292","answer3","plans",1,369,66,0.002710027100271
"293","answer3","policy",1,369,67,0.002710027100271
"294","answer3","price",1,369,68,0.002710027100271
"295","answer3","production",1,369,69,0.002710027100271
"296","answer3","raise",1,369,70,0.002710027100271
"297","answer3","raising",1,369,71,0.002710027100271
"298","answer3","rate",1,369,72,0.002710027100271
"299","answer3","reach",1,369,73,0.002710027100271
"300","answer3","real",1,369,74,0.002710027100271
"301","answer3","reality",1,369,75,0.002710027100271
"302","answer3","recently",1,369,76,0.002710027100271
"303","answer3","recession",1,369,77,0.002710027100271
"304","answer3","relates",1,369,78,0.002710027100271
"305","answer3","requirements",1,369,79,0.002710027100271
"306","answer3","revive",1,369,80,0.002710027100271
"307","answer3","rises",1,369,81,0.002710027100271
"308","answer3","scarred",1,369,82,0.002710027100271
"309","answer3","sense",1,369,83,0.002710027100271
"310","answer3","short",1,369,84,0.002710027100271
"311","answer3","sign",1,369,85,0.002710027100271
"312","answer3","slow",1,369,86,0.002710027100271
"313","answer3","spending",1,369,87,0.002710027100271
"314","answer3","steady",1,369,88,0.002710027100271
"315","answer3","supply",1,369,89,0.002710027100271
"316","answer3","university",1,369,90,0.002710027100271
"317","answer3","world",1,369,91,0.002710027100271
"318","answer4","trump",7,281,1,0.0249110320284698
"319","answer4","economy",4,281,2,0.0142348754448399
"320","answer4","china",3,281,3,0.0106761565836299
"321","answer4","currency",3,281,4,0.0106761565836299
"322","answer4","federal",3,281,5,0.0106761565836299
"323","answer4","low",3,281,6,0.0106761565836299
"324","answer4","president",3,281,7,0.0106761565836299
"325","answer4","rates",3,281,8,0.0106761565836299
"326","answer4","reserve",3,281,9,0.0106761565836299
"327","answer4","countries",2,281,10,0.00711743772241993
"328","answer4","elect",2,281,11,0.00711743772241993
"329","answer4","lower",2,281,12,0.00711743772241993
"330","answer4","manipulator",2,281,13,0.00711743772241993
"331","answer4","means",2,281,14,0.00711743772241993
"332","answer4","money",2,281,15,0.00711743772241993
"333","answer4","supply",2,281,16,0.00711743772241993
"334","answer4","announced",1,281,17,0.00355871886120996
"335","answer4","belief",1,281,18,0.00355871886120996
"336","answer4","believed",1,281,19,0.00355871886120996
"337","answer4","bonds",1,281,20,0.00355871886120996
"338","answer4","campaign",1,281,21,0.00355871886120996
"339","answer4","changed",1,281,22,0.00355871886120996
"340","answer4","claimed",1,281,23,0.00355871886120996
"341","answer4","class",1,281,24,0.00355871886120996
"342","answer4","compete",1,281,25,0.00355871886120996
"343","answer4","contractionary",1,281,26,0.00355871886120996
"344","answer4","country",1,281,27,0.00355871886120996
"345","answer4","current",1,281,28,0.00355871886120996
"346","answer4","devaluing",1,281,29,0.00355871886120996
"347","answer4","discussed",1,281,30,0.00355871886120996
"348","answer4","dollar",1,281,31,0.00355871886120996
"349","answer4","economics",1,281,32,0.00355871886120996
"350","answer4","explained",1,281,33,0.00355871886120996
"351","answer4","future",1,281,34,0.00355871886120996
"352","answer4","global",1,281,35,0.00355871886120996
"353","answer4","government",1,281,36,0.00355871886120996
"354","answer4","hard",1,281,37,0.00355871886120996
"355","answer4","hasn",1,281,38,0.00355871886120996
"356","answer4","inflation",1,281,39,0.00355871886120996
"357","answer4","issues",1,281,40,0.00355871886120996
"358","answer4","janet",1,281,41,0.00355871886120996
"359","answer4","jeopardize",1,281,42,0.00355871886120996
"360","answer4","jing",1,281,43,0.00355871886120996
"361","answer4","korea",1,281,44,0.00355871886120996
"362","answer4","label",1,281,45,0.00355871886120996
"363","answer4","labeling",1,281,46,0.00355871886120996
"364","answer4","level",1,281,47,0.00355871886120996
"365","answer4","lowered",1,281,48,0.00355871886120996
"366","answer4","makes",1,281,49,0.00355871886120996
"367","answer4","monetary",1,281,50,0.00355871886120996
"368","answer4","months",1,281,51,0.00355871886120996
"369","answer4","nation",1,281,52,0.00355871886120996
"370","answer4","north",1,281,53,0.00355871886120996
"371","answer4","originally",1,281,54,0.00355871886120996
"372","answer4","output",1,281,55,0.00355871886120996
"373","answer4","ping",1,281,56,0.00355871886120996
"374","answer4","policy",1,281,57,0.00355871886120996
"375","answer4","prefer",1,281,58,0.00355871886120996
"376","answer4","price",1,281,59,0.00355871886120996
"377","answer4","relates",1,281,60,0.00355871886120996
"378","answer4","relationships",1,281,61,0.00355871886120996
"379","answer4","selling",1,281,62,0.00355871886120996
"380","answer4","strong",1,281,63,0.00355871886120996
"381","answer4","talks",1,281,64,0.00355871886120996
"382","answer4","type",1,281,65,0.00355871886120996
"383","answer4","unemployment",1,281,66,0.00355871886120996
"384","answer4","united",1,281,67,0.00355871886120996
"385","answer4","wednesday",1,281,68,0.00355871886120996
"386","answer4","xi",1,281,69,0.00355871886120996
"387","answer4","yellen",1,281,70,0.00355871886120996
"388","answer4","yuan",1,281,71,0.00355871886120996
"389","answer5","shift",9,435,1,0.0206896551724138
"390","answer5","stores",8,435,2,0.0183908045977011
"391","answer5","jobs",7,435,3,0.0160919540229885
"392","answer5","people",7,435,4,0.0160919540229885
"393","answer5","retail",7,435,5,0.0160919540229885
"394","answer5","article",6,435,6,0.0137931034482759
"395","answer5","government",5,435,7,0.0114942528735632
"396","answer5","buying",4,435,8,0.00919540229885057
"397","answer5","unemployment",4,435,9,0.00919540229885057
"398","answer5","change",3,435,10,0.00689655172413793
"399","answer5","economy",3,435,11,0.00689655172413793
"400","answer5","times",3,435,12,0.00689655172413793
"401","answer5","april",2,435,13,0.00459770114942529
"402","answer5","attention",2,435,14,0.00459770114942529
"403","answer5","decline",2,435,15,0.00459770114942529
"404","answer5","factory",2,435,16,0.00459770114942529
"405","answer5","necessarily",2,435,17,0.00459770114942529
"406","answer5","online",2,435,18,0.00459770114942529
"407","answer5","policy",2,435,19,0.00459770114942529
"408","answer5","short",2,435,20,0.00459770114942529
"409","answer5","spend",2,435,21,0.00459770114942529
"410","answer5","term",2,435,22,0.00459770114942529
"411","answer5","won",2,435,23,0.00459770114942529
"412","answer5","york",2,435,24,0.00459770114942529
"413","answer5","accessed",1,435,25,0.00229885057471264
"414","answer5","action",1,435,26,0.00229885057471264
"415","answer5","adjust",1,435,27,0.00229885057471264
"416","answer5","apparently",1,435,28,0.00229885057471264
"417","answer5","aren",1,435,29,0.00229885057471264
"418","answer5","blow",1,435,30,0.00229885057471264
"419","answer5","business",1,435,31,0.00229885057471264
"420","answer5","changing",1,435,32,0.00229885057471264
"421","answer5","class",1,435,33,0.00229885057471264
"422","answer5","close",1,435,34,0.00229885057471264
"423","answer5","cohen",1,435,35,0.00229885057471264
"424","answer5","communities",1,435,36,0.00229885057471264
"425","answer5","consumer",1,435,37,0.00229885057471264
"426","answer5","consumers",1,435,38,0.00229885057471264
"427","answer5","dinner",1,435,39,0.00229885057471264
"428","answer5","discussion",1,435,40,0.00229885057471264
"429","answer5","doesn",1,435,41,0.00229885057471264
"430","answer5","don",1,435,42,0.00229885057471264
"431","answer5","economies",1,435,43,0.00229885057471264
"432","answer5","employment",1,435,44,0.00229885057471264
"433","answer5","enacting",1,435,45,0.00229885057471264
"434","answer5","experiences",1,435,46,0.00229885057471264
"435","answer5","feel",1,435,47,0.00229885057471264
"436","answer5","focusing",1,435,48,0.00229885057471264
"437","answer5","habits",1,435,49,0.00229885057471264
"438","answer5","html",1,435,50,0.00229885057471264
"439","answer5","https",1,435,51,0.00229885057471264
"440","answer5","imply",1,435,52,0.00229885057471264
"441","answer5","labor",1,435,53,0.00229885057471264
"442","answer5","largest",1,435,54,0.00229885057471264
"443","answer5","learning",1,435,55,0.00229885057471264
"444","answer5","light",1,435,56,0.00229885057471264
"445","answer5","lower",1,435,57,0.00229885057471264
"446","answer5","macroeconomics",1,435,58,0.00229885057471264
"447","answer5","material",1,435,59,0.00229885057471264
"448","answer5","monetary",1,435,60,0.00229885057471264
"449","answer5","money",1,435,61,0.00229885057471264
"450","answer5","movie",1,435,62,0.00229885057471264
"451","answer5","movies",1,435,63,0.00229885057471264
"452","answer5","news",1,435,64,0.00229885057471264
"453","answer5","nytimes",1,435,65,0.00229885057471264
"454","answer5","overlooking",1,435,66,0.00229885057471264
"455","answer5","parks",1,435,67,0.00229885057471264
"456","answer5","patrick",1,435,68,0.00229885057471264
"457","answer5","paying",1,435,69,0.00229885057471264
"458","answer5","payrolls",1,435,70,0.00229885057471264
"459","answer5","policies",1,435,71,0.00229885057471264
"460","answer5","president",1,435,72,0.00229885057471264
"461","answer5","read",1,435,73,0.00229885057471264
"462","answer5","recent",1,435,74,0.00229885057471264
"463","answer5","ref",1,435,75,0.00229885057471264
"464","answer5","related",1,435,76,0.00229885057471264
"465","answer5","relevant",1,435,77,0.00229885057471264
"466","answer5","report",1,435,78,0.00229885057471264
"467","answer5","research",1,435,79,0.00229885057471264
"468","answer5","restaurants",1,435,80,0.00229885057471264
"469","answer5","rises",1,435,81,0.00229885057471264
"470","answer5","sales",1,435,82,0.00229885057471264
"471","answer5","shed",1,435,83,0.00229885057471264
"472","answer5","shifting",1,435,84,0.00229885057471264
"473","answer5","shop",1,435,85,0.00229885057471264
"474","answer5","shopper",1,435,86,0.00229885057471264
"475","answer5","shoppers",1,435,87,0.00229885057471264
"476","answer5","shopping",1,435,88,0.00229885057471264
"477","answer5","stimulate",1,435,89,0.00229885057471264
"478","answer5","sustain",1,435,90,0.00229885057471264
"479","answer5","temporarily",1,435,91,0.00229885057471264
"480","answer5","theme",1,435,92,0.00229885057471264
"481","answer5","time",1,435,93,0.00229885057471264
"482","answer5","unemployed",1,435,94,0.00229885057471264
"483","answer5","walmart",1,435,95,0.00229885057471264
"484","answer5","week",1,435,96,0.00229885057471264
"485","answer5","www",1,435,97,0.00229885057471264
"486","answer6","china",16,538,1,0.0297397769516729
"487","answer6","trump",10,538,2,0.0185873605947955
"488","answer6","trade",8,538,3,0.0148698884758364
"489","answer6","nuclear",4,538,4,0.00743494423791822
"490","answer6","aggressive",3,538,5,0.00557620817843866
"491","answer6","america",3,538,6,0.00557620817843866
"492","answer6","change",3,538,7,0.00557620817843866
"493","answer6","impact",3,538,8,0.00557620817843866
"494","answer6","plans",3,538,9,0.00557620817843866
"495","answer6","united",3,538,10,0.00557620817843866
"496","answer6","xi",3,538,11,0.00557620817843866
"497","answer6","administration",2,538,12,0.00371747211895911
"498","answer6","article",2,538,13,0.00371747211895911
"499","answer6","bad",2,538,14,0.00371747211895911
"500","answer6","business",2,538,15,0.00371747211895911
"501","answer6","chinese",2,538,16,0.00371747211895911
"502","answer6","countries",2,538,17,0.00371747211895911
"503","answer6","discussed",2,538,18,0.00371747211895911
"504","answer6","energy",2,538,19,0.00371747211895911
"505","answer6","jobs",2,538,20,0.00371747211895911
"506","answer6","partner",2,538,21,0.00371747211895911
"507","answer6","policies",2,538,22,0.00371747211895911
"508","answer6","products",2,538,23,0.00371747211895911
"509","answer6","rate",2,538,24,0.00371747211895911
"510","answer6","reacts",2,538,25,0.00371747211895911
"511","answer6","recently",2,538,26,0.00371747211895911
"512","answer6","sale",2,538,27,0.00371747211895911
"513","answer6","shared",2,538,28,0.00371747211895911
"514","answer6","tariff",2,538,29,0.00371747211895911
"515","answer6","time",2,538,30,0.00371747211895911
"516","answer6","trading",2,538,31,0.00371747211895911
"517","answer6","agreement",1,538,32,0.00185873605947955
"518","answer6","american",1,538,33,0.00185873605947955
"519","answer6","andrew",1,538,34,0.00185873605947955
"520","answer6","arrived",1,538,35,0.00185873605947955
"521","answer6","avoiding",1,538,36,0.00185873605947955
"522","answer6","bankruptcy",1,538,37,0.00185873605947955
"523","answer6","block",1,538,38,0.00185873605947955
"524","answer6","bring",1,538,39,0.00185873605947955
"525","answer6","campaign",1,538,40,0.00185873605947955
"526","answer6","changing",1,538,41,0.00185873605947955
"527","answer6","cignx",1,538,42,0.00185873605947955
"528","answer6","class",1,538,43,0.00185873605947955
"529","answer6","company",1,538,44,0.00185873605947955
"530","answer6","concerned",1,538,45,0.00185873605947955
"531","answer6","costly",1,538,46,0.00185873605947955
"532","answer6","country",1,538,47,0.00185873605947955
"533","answer6","create",1,538,48,0.00185873605947955
"534","answer6","creation",1,538,49,0.00185873605947955
"535","answer6","cut",1,538,50,0.00185873605947955
"536","answer6","deals",1,538,51,0.00185873605947955
"537","answer6","demand",1,538,52,0.00185873605947955
"538","answer6","depending",1,538,53,0.00185873605947955
"539","answer6","discuss",1,538,54,0.00185873605947955
"540","answer6","drop",1,538,55,0.00185873605947955
"541","answer6","economic",1,538,56,0.00185873605947955
"542","answer6","economy",1,538,57,0.00185873605947955
"543","answer6","electric",1,538,58,0.00185873605947955
"544","answer6","employees",1,538,59,0.00185873605947955
"545","answer6","exports",1,538,60,0.00185873605947955
"546","answer6","extremely",1,538,61,0.00185873605947955
"547","answer6","fair",1,538,62,0.00185873605947955
"548","answer6","favorable",1,538,63,0.00185873605947955
"549","answer6","filed",1,538,64,0.00185873605947955
"550","answer6","florida",1,538,65,0.00185873605947955
"551","answer6","friday",1,538,66,0.00185873605947955
"552","answer6","gaining",1,538,67,0.00185873605947955
"553","answer6","gdp",1,538,68,0.00185873605947955
"554","answer6","government",1,538,69,0.00185873605947955
"555","answer6","growing",1,538,70,0.00185873605947955
"556","answer6","handling",1,538,71,0.00185873605947955
"557","answer6","happen",1,538,72,0.00185873605947955
"558","answer6","harder",1,538,73,0.00185873605947955
